component,property,AAD_lit,AAD_fit,percent_AAD_lit,percent_AAD_fit
ethane,Saturated Pressure,16112.067360954961,8178.40993036053,2.3454015809383373,3.919547247374682
ethane,Saturated liquid density,266.2209843983967,213.65901356754787,1.469966091186718,1.1893601587704306
ethane,Saturated vapour density,26.56197765883101,17.30543254843399,4.160810279544724,4.376549989251966
ethane,Liquid density,145.3506324506595,190.2667528439332,1.0374959986883858,1.3376940183575088
propane,Saturated Pressure,11171.869985873302,5333.128709302416,2.2396646292846216,1.2802678151082871
propane,Saturated liquid density,86.51738242063455,76.68004696574911,0.7448327857329284,0.6564919702174631
propane,Saturated vapour density,14.619630146678132,11.11236045956812,3.9672886272095647,2.9234740768326106
propane,Liquid density,49.47804364983565,39.8208739959735,0.46811870743240314,0.3789610982765061
butane,Saturated Pressure,4003.021471816563,7242.647842026176,1.2772027416777605,1.4731482839925176
butane,Saturated liquid density,34.970033013428974,34.27412307465465,0.37234311553571736,0.369631627634862
butane,Saturated vapour density,4.552194498144691,2.485662929888556,1.336268160131166,0.8661637417827258
butane,Liquid density,35.29366225418293,41.468938455847564,0.4653041908526246,0.582717333727659
pentane,Saturated Pressure,5130.702780197582,7765.949025136026,1.8785326864326939,1.9015186425312804
pentane,Saturated liquid density,26.235813201216917,20.14522883938783,0.3045768568590478,0.24990586982663923
pentane,Saturated vapour density,2.4793665840834826,1.114811914414766,1.4482881100676184,0.8955899719253423
pentane,Liquid density,37.73493785121938,39.234176762360725,0.5276913370800382,0.5671600676459285
hexane,Saturated Pressure,2770.4762155462395,9743.223929111546,1.3882851231743818,1.8072931090317446
hexane,Saturated liquid density,22.7169576991636,12.999615464210844,0.3323454271322592,0.1891812144759638
hexane,Saturated vapour density,8.370733385211969,4.320013752637555,2.1522943155601024,1.2152345900980746
hexane,Liquid density,36.29111726894063,32.97807594620099,0.5370731052062138,0.5095361110029017
heptane,Saturated Pressure,812.8001161980006,2509.1398702726137,1.0043827624657133,1.381884389719483
heptane,Saturated liquid density,22.68918490983328,14.715091963545968,0.3445803748941608,0.23456686489387563
heptane,Saturated vapour density,1.1471658407384109,0.572953167000663,1.1975062971588926,0.758591727326607
heptane,Liquid density,33.882720027411416,32.02892566245705,0.5508188132929396,0.5316258084683119
octane,Saturated Pressure,2300.344048989357,2619.509801196726,0.7695711025570706,1.1273537908824685
octane,Saturated liquid density,20.847559093407934,21.08073357657611,0.37559800931164755,0.40926278019186463
octane,Saturated vapour density,3.6183004606007785,2.043815450215527,2.110182382467148,1.1809457813027175
octane,Liquid density,27.401466011302837,29.02181088407522,0.48829151077637273,0.5201909072377949
nonane,Saturated Pressure,3249.768429368284,1614.0831686108017,0.6847362166099181,0.8570964135927945
nonane,Saturated liquid density,27.083913083038723,31.109247046471985,0.5882187753721666,0.7051934867050844
nonane,Saturated vapour density,3.1955610243249395,1.6478962081615545,2.360894616766485,1.1372345284494108
nonane,Liquid density,24.083620042450864,27.093128713531513,0.4787652661310858,0.5385711752291368
decane,Saturated Pressure,4967.906746529013,825.0118821040996,1.7497723292996765,0.8839973302106852
decane,Saturated liquid density,21.52784686372608,29.212793238868887,0.5159575254624778,0.7365277653624076
decane,Saturated vapour density,3.7754520031098817,2.11141762949103,3.7351380272671335,1.936076933920925
decane,Liquid density,20.918422576327238,25.865924502372568,0.45462738079208026,0.5594069759802686
Average,Saturated Pressure,5613.217461719255,5092.344906457881,1.4819499080489082,1.6257896691604379
Average,Saturated liquid density,58.75663052031629,50.43065485966813,0.5609354401652359,0.5266801931198434
Average,Saturated vapour density,7.591153511302589,4.746040451090196,2.496518979574759,1.6988734823211535
Average,Liquid density,45.60384690359228,50.864289751861364,0.5564651455835716,0.6139848328806684
